thread_ts,ts,user,text,reactions,real_name
,1600949615.000500,UTTGJQS6M,"Приветствую вас в *teamwork* — канале для внеобразовательного общения друг с другом и с наставниками. Здесь вы сможете спросить, когда каникулы или уточнить сроки выполнения заданий. Чтобы оперативно получить ответ, призывайте с помощью символа @ куратора — меня (*<@UTTGJQS6M>*) в свой вопрос.

В канале teamwork можно обсудить карьерные цели и поделиться возможностями для их достижения. Раз в неделю наставник будет делиться здесь полезной информацией по этой теме или отвечать на ваши вопросы. Кроме того, здесь вы можете предложить однокурсникам встретиться за чашечкой кофе или провести онлайн-созвон для обсуждения проекта.

На вопросы, которые относятся к обучению, наставники здесь отвечать НЕ будут. Если есть такие вопросы, вам нужны каналы exerciser или projects.

Наставники появятся в канале в течение следующей недели, а пока предлагаю устроить небольшой опрос — к какому типу людей вы себя относите? Ответ отмечайте с помощью соответствующего смайлика-реакции к этому сообщению:

:zap: люблю делать всё в последний момент
:robot_face: люблю продумывать и делать всё заранее
:sweat_smile: не люблю делать всё в последний момент, но чаще так и получается
:flushed: всё планирую заранее, но на деле выходит по-другому
:runner: пока мотивация не закончится, делаю всё вовремя
:smiley: свой вариант (пишите в комментариях ниже)","[{'name': 'sweat_smile', 'users': ['U01C12EGBU0', 'U01AWENSUVD', 'U01BHCQN9D2', 'U016F4NKV18', 'U01B84FM5KP', 'U01C12G1ZJL', 'U01AWEP38KH', 'U01C12DS52L', 'U01BHCNGGAY', 'U01ABESM4QM', 'U01BPRJJN2V', 'U01C12CA716', 'U01BHCNHS6Q', 'U01B4F00ASJ'], 'count': 14}, {'name': 'woman-running', 'users': ['U01C12EJQ80', 'U01B84FNBPX'], 'count': 2}, {'name': 'man-running', 'users': ['U01BBD7KBA7', 'U01BBD7LHDH', 'U01BHCM2F7W', 'U01B4EZUE4E', 'U01B84H4HGD', 'U01B4F01FTQ'], 'count': 6}, {'name': 'robot_face', 'users': ['U01BHCQPGDS', 'U01C12EHMPS', 'U01B4F1ED9U', 'U01AWEP1SJK'], 'count': 4}, {'name': 'flushed', 'users': ['U01C12HNA1E'], 'count': 1}]",Маргарита Минеева
,1601123032.018300,U01C12HNA1E,"Владимир. Живу в Казани. В данный момент больше занимаюсь административной деятельностью. Учусь на аналитика данных, чтобы сменить род деятельности.","[{'name': '+1', 'users': ['U01AWENSUVD', 'U01BHCQN9D2', 'U01C12EHMPS', 'U01B4F1ED9U'], 'count': 4}]",Владимир Ефимищев
1601264464.023600,1601264464.023600,U01C12CA716,"Всем доброго времени суток и отличной учебной/рабочей недели!:upside_down_face:
Хотел с утра пораньше начать читать теорию, но нет, курс ещё закрыт 
<@UTTGJQS6M> , во сколько по времени открываются модули?:nerd_face::thinking_face::grinning:",,Скребцов Роман Васильевич
1601264464.023600,1601271864.023800,U01BHCQN9D2,"Доброе утро! Тот же вопрос, тех.поддержка не отвечает пока(",,Ксения Идрисова
1601274017.024100,1601274017.024100,U01C12HNA1E,"Доброе утро. Мне а ветке info написали, что в 10:00 по мск должно открыться.",,Владимир Ефимищев
1601274017.024100,1601275046.024300,U01C12CA716,Спасибо!,,Скребцов Роман Васильевич
1601264464.023600,1601275347.024500,UTTGJQS6M,Доброе утро! в 10:00 по Мск,"[{'name': 'ok_hand', 'users': ['U01C12CA716'], 'count': 1}]",Маргарита Минеева
1601274017.024100,1601275364.024700,UTTGJQS6M,"В 10:00 по Мск, верно",,Маргарита Минеева
,1601278676.028500,U01BHCQPGDS,"Всем привет! Занимаюсь инженерной деятельностью, программирую металлообрабатывающие комплексы и далее на них изготавливаю детали для ракетокосмической отрасли. Учиться пошел, тк считаю, что моя специальность и работа не высокооплачиваемые в нашей стране и врядли что-то изменится в ближайшее время","[{'name': '+1', 'users': ['U01C12EJQ80', 'U01AWENSUVD', 'U01C12DR740', 'U01BHCQM0TE', 'U01B84FNBPX', 'U01B4F1ED9U', 'U01AT775A3T'], 'count': 7}]",Евгений Фадеев
,1601279308.036000,U01AWENSUVD,"Всем привет! Я живу в Москве, учусь на 4 курсе ВШЭ по специальности «Мировая Экономика». Уже больше года работаю системным аналитиком в «Ингосстрах». Учеба здесь – это в первую очередь вызов себе. Хочу пройти этот нелегкий путь, чтобы перейти в продуктовую аналитику во всеоружии! И заодно написать диплом с применением инструментов, изученных здесь :sunglasses:
Всем желаю удачи!","[{'name': '+1', 'users': ['U01C12EJQ80', 'U01BHCQM0TE', 'U01B84FNBPX', 'U01B4F1ED9U', 'U01AWENUYB1', 'U01AT775A3T'], 'count': 6}, {'name': 'sunglasses', 'users': ['U01AT775A3T'], 'count': 1}]",Юлия Мальцева
,1601283504.036400,U01BPRJJN2V,"Привет) Работаю инженером в компании, производящей электронику. На работе пробовал использовать python и pandas. Понравилось. Учусь, чтобы работать в специальности, которая больше по душе.","[{'name': '+1', 'users': ['U01AWENSUVD', 'U01C12EJQ80', 'U01BHCQM0TE', 'U01B84FNBPX', 'U01B4F1ED9U', 'U01AWENUYB1', 'U01AT775A3T'], 'count': 7}]",Александр Шалапанов
,1601294189.037600,U01AWEP1SJK,"Всем привет) занимаюсь инженерной деятельностью, хочу сменить сферу деятельности на более интересную :sunglasses:","[{'name': '+1', 'users': ['U01AWENSUVD', 'U01C12EJQ80', 'U01BHCQM0TE', 'U01B4F1ED9U'], 'count': 4}]",Владислав Несоленов
,1601295360.044000,U01C12EHMPS,"Привет! Несколько лет работала на госслужбе, потом ушла оттуда, так как решила, что настало время обнулиться :ghost:, открыть для себя новые горизонты и в конечном счёте найти классную работу. Думаю, курс по анализу данных хорошо ляжет на мою специальность (социология). Надеюсь, из этого получится что-нибудь хорошее ","[{'name': '+1', 'users': ['U01AWENSUVD', 'U01C12EJQ80', 'U01BHCQM0TE', 'U01BHCQS2RJ', 'U01B4F1ED9U', 'U01AWENUYB1', 'U01AT775A3T'], 'count': 7}]",Мария Стояновская
,1601305654.048700,U01C12EJQ80,"Добрый вечер=)
Тружусь финансовым менеджером в коммерческой компании, понимаю бухгалтерию, собираю бюджеты и составляю отчеты. Ищу новые инструменты и способы обработки и визуализации данных.","[{'name': '+1', 'users': ['U01B84FNBPX', 'U01B4F1ED9U', 'U01AT775A3T'], 'count': 3}]",Динара Шарафутдинова
,1601305964.049700,U01B84FM5KP,"Всем привет! Работаю в отделе продаж телекоммуникационной компании, хочу сменить сферу деятельности на более близкую мне по духу","[{'name': '+1', 'users': ['U01C12EJQ80', 'U01B84FNBPX', 'U01B4F1ED9U', 'U01AWENUYB1', 'U01AT775A3T'], 'count': 5}]",Денис Стариченко
,1601308675.053600,U01C12DR740,Добрый вечер! Я работаю продакт менеджером в МТС. Давно тянуло к прод. аналитике. Есть бэкграунд связанный с корп. финансами и маркетингом. Хочу прокачаться и скорректировать вектор своего своего развития.,"[{'name': '+1', 'users': ['U01B84FNBPX', 'U01C12EJQ80', 'U01B4F1ED9U', 'U01AT775A3T'], 'count': 4}]",Станислав Саламатов
,1601311236.058200,U01B84FNBPX,"Коллеги, привет:slightly_smiling_face: Я работаю аналитиком в IT компании на аутсорсе у гугла. Работа довольно узко специализированная. Хочу прокачать навыки и расширить горизонты для поиска новой работы :sunglasses: Всем успехов в учебе!","[{'name': '+1', 'users': ['U01C12EJQ80', 'U01BHCQPGDS', 'U01B4F1ED9U', 'U01AWENUYB1', 'U01AT775A3T'], 'count': 5}]",Валентина Тушкова
,1601316254.064300,U01BHCQS2RJ,"Добрый вечер всем! Живу в С-Пб, последние 10 лет работаю рабочим:laughing:, помелял несколько специальностей. Хочу сменить род деятельности, чтобы работа давала не только пропитание и крышу над головой, но и давала возможность развиваться и приносила удовлетворение.","[{'name': '+1', 'users': ['U01C12EJQ80', 'U01BHCQPGDS', 'U01B4F1ED9U', 'U01C12EHMPS', 'U01AWENUYB1'], 'count': 5}]",Александр Афанасьев
,1601332797.066500,U01B4F1ED9U,"Всем привет! Работаю бухгалтером. За пять лет работы в консалтинговой компании бухгалтерия мягко говоря ""приелась"", поэтому очень хочу сменить профессию на ту, которая будет приносить удовольствие.","[{'name': '+1', 'users': ['U01C12EJQ80'], 'count': 1}]",Светлана Неменко
,1601355056.070500,U01B4F00ASJ,"Всем привет! Я работаю аналитиком в фармацевтической компании. Хочу систематизировать и  расширить свои знания, чтобы иметь возможность работать над более сложными и интересными проектами)","[{'name': '+1', 'users': ['U01AWENUYB1', 'U01C12EJQ80'], 'count': 2}]",Марина Понамаренко
,1601447540.074000,U01B541GAKZ,"Привет, коллеги!
Я работаю аналитиком в голосовом помощнике Яндекса . Измеряю, сделали ли разработчики Алису лучше для пользователей.
Проводил много собеседований на вакансии аналитика и разработчика.
Люблю передавать опыт другим и сам люблю перенимать опыт.
Буду у вас тут наставником)","[{'name': '+1', 'users': ['U01AWENUYB1', 'U01B4EZUE4E', 'UTTGJQS6M', 'U01BHCQPGDS', 'U01C12EHMPS', 'U01B4F1ED9U', 'U01BBD7KBA7', 'U01BHCM2F7W', 'U01B84FNBPX', 'U01C12DR740', 'USSGE9724', 'U01C12HNA1E', 'U016F4NKV18', 'U01C12DS52L'], 'count': 14}, {'name': 'conga_party_parrot', 'users': ['U01AWENSUVD', 'U01C12EJQ80'], 'count': 2}, {'name': 'handshake', 'users': ['U01C12G1ZJL'], 'count': 1}]",Ильнур Исмагилов
1601655190.078700,1601655190.078700,U01C12DR740,Всем привет! Ни у кого сегодня практикум не лагает? После обеда 502 ошибка или после загрузки страницы белый экран. Поддержка пока что-то не разобралась... Хотел понять насколько массовая ошибка. Или это только мне так повезло?),,Станислав Саламатов
1601655190.078700,1601655829.079200,U01BHCM3UJY,"Добрый вечер, такая же история весь день( ",,Анастасия Долгова
1601655190.078700,1601656342.079400,UTTGJQS6M,Мы знаем о проблеме( чиним!,,Маргарита Минеева
1601655190.078700,1601658981.079600,U01C12HNA1E,"Добрый вечер. Было так, в офисе два часа искал ошибку, а дома при том же коде всё оказалось верно :slightly_smiling_face:",,Владимир Ефимищев
1601655190.078700,1601659065.079800,U01C12HNA1E,"Может быть дело в скорости инета, в офисе нестабильный радиоканал и скорость постоянно плавает",,Владимир Ефимищев
,1601700144.080400,U01AWEP1SJK,привет) у меня обычно вечером и уже 2 дня подряд:see_no_evil:,,Владислав Несоленов
1602756732.085100,1602756732.085100,U01B4F01FTQ,"<@U01B541GAKZ> Ильнур, добрый день! Посоветуйте, пожалуйста, какие еще курсы можно пройти параллельно если значительно раньше сдал проект ?",,Видов Константин
1602756749.085400,1602756749.085400,U01C12EGBU0,"Всем привет! <@UTTGJQS6M> На этих выходных будут вебинары? Хотелось бы хотя бы за пару дней узнавать время, чтобы спланировать выходные. Спасибо.","[{'name': 'heavy_plus_sign', 'users': ['U01C12EJQ80'], 'count': 1}]",Сергей Ильин
1602756749.085400,1602757159.085500,UTTGJQS6M,Привет) обязательно будут! В ближайшее время будут анонсы в Info и добавление событий в календарь,,Маргарита Минеева
1602756732.085100,1602788339.086100,U01B541GAKZ,"Можно пройти курс по Питон, чтобы уложить по полочкам, как устроен язык:
бесплатный курс на Степике - <https://stepik.org/course/512|https://stepik.org/course/512>
или бесплатную часть курса на Практикуме - <https://praktikum.yandex.ru/backend-developer|https://praktikum.yandex.ru/backend-developer>

Если в программировании чувствуете себя уверенно, то хорошо пройти курс по  статистике - <https://stepik.org/course/76/syllabus|https://stepik.org/course/76/syllabus>",,Ильнур Исмагилов
1603373982.087700,1603373982.087700,U01C12EGBU0,"Общий вопрос про удаление ""выбросов"".",,Сергей Ильин
1603373982.087700,1603374307.087800,U01C12EGBU0,"<@U01B541GAKZ> Привет! Подскажи, пожалуйста, по такому общему вопросу.
В рамках 2-го проекта нужно было реализовать удаление ""выбросов"" в данных, которые частично были заполнены пользователя (причем важные данные, например, цена квартиры в объявлении, вряд ли они в ней ошиблись) и частично были получены автоматизированно через картографический алгоритм.
В первом варианте проекта я решил не удалять выбросы в пользовательских данных, так как хоть они и по boxplot выходили за границы выбросов, они были ""настоящие"", это не была настоящая ошибка. Рецензент все же отказал в таком решении, попросив их обработать и удалить, что я и сделал во второй редакции, которую успешно приняли.
Вопрос - насколько в реальном анализе допустимо так поступать с ""настоящими"" данными, так как эти выбросу могут быть критичны для дальнейшего анализа. Или я что-то принципиальное здесь упускаю? Спасибо.",,Сергей Ильин
1603373982.087700,1603385439.088000,U01B541GAKZ,"Хороший вопрос.
Выбросы, даже если они настоящие, часто мешают заметить тенденцию на основной массе данных.
Иногда проще отдельно исследовать основную массу без выбросов, а потом отдельно выбросы - насколько на них повторяются общие закономерности.",,Ильнур Исмагилов
1603637339.089500,1603637339.089500,U01B84FNBPX,Нужны ли мне расширения для jupiter notebooks?,,Валентина Тушкова
1603637339.089500,1603637574.089600,U01B84FNBPX,"<@U01B541GAKZ> Ильнур, привет! Хочу узнать твое мнение по поводу extensions на Jupyter notebook. Есть ли какие-то реально полезные расширения, которые облегчают жизнь при создании проектов в юпитер и пользуешься ли ты такими? Или это все ерунда:sweat_smile: Я слышала что есть расширения, которые автоматически красивенько форматируют код, например Autopep8. Еще пыталась найти какой-нибудь линтер, но не нашла:thinking_face:",,Валентина Тушкова
1603637339.089500,1603700646.089800,U01B541GAKZ,"Нет, я расширениями для Jupyter не пользуюсь. И не слышал, чтобы кто-то из знакомых аналитиков пользовался.
Для наглядной отладки и разового анализа мне хватает того, что есть в Jupyter по умолчанию.
Для программирования более сложных программ обычно используют PyCharm и VSCode.",,Ильнур Исмагилов
1603637339.089500,1603708843.090200,U01B84FNBPX,"Поняла, спасибо!:paw:",,Валентина Тушкова
1603821454.091600,1603821454.091600,U01C12EJQ80,"Ребята, добрый вечер, кто знает как можно удалить только, что загруженный проект? Или отменить отправку/ пометить на удаление/ отменить загрузку?",,Динара Шарафутдинова
1603821454.091600,1603821591.091700,U01C12EJQ80,"Загрузила сырой проект по второму спринту, хотела продолжить исследование, но уже на другом компьютере, а он отправлен на проверку))) Боже, представляю комментарии ревьюера:rolling_on_the_floor_laughing:",,Динара Шарафутдинова
1603821454.091600,1603822203.091900,U01C12G1ZJL,"<@U01C12EJQ80>, может быть попробовать написать в чат поддержки ?",,Татьяна Волобуева
1603821454.091600,1603822479.092100,U01C12EJQ80,"<@U01C12G1ZJL> Да, спасибо, написала, жду ответа. Еще, до проверки  проекта, увидела, что можно повторно загрузить проект. Загрузила его с извинением для ревьюера и просьбой не воспринимать присланный проект всерьез. Надеюсь, поможет)))","[{'name': 'crossed_fingers', 'users': ['U01C12G1ZJL'], 'count': 1}]",Динара Шарафутдинова
1603821454.091600,1603822884.092400,U01C12EJQ80,"<@UTTGJQS6M> Рита, добрый вечер, тех. поддержка направила к куратору по моему вопросу. Утверждает, что куратор может вернуть проект с проверки. Пожалуйста, помоги исправить мой косяк:pray:","[{'name': 'eyes', 'users': ['UTTGJQS6M'], 'count': 1}]",Динара Шарафутдинова
1603821454.091600,1603871226.092700,UTTGJQS6M,Добрый день! Попросила ревьюера вернуть работу обратно,"[{'name': 'happy-cat', 'users': ['U01C12EJQ80'], 'count': 1}]",Маргарита Минеева
1603821454.091600,1603871731.093000,U01C12EJQ80,<@UTTGJQS6M> Благодарю!,,Динара Шарафутдинова
1603821454.091600,1604154319.093200,U01B4F01FTQ,"<@UTTGJQS6M>  Рита, добрый день! Схожая ситуация, случайно загрузил проект не сделав правки, можно вернуть его мне ?? Спасибо",,Видов Константин
1603821454.091600,1604154496.095600,U01C12EJQ80,"<@U01B4F01FTQ> Держу за вас кулачки, пусть получится вернуть проект.
<@UTTGJQS6M> Можно ли мне тоже вернуть мой проект, было бы удобнее работать через Яндекс.Практикум, а не локально",,Динара Шарафутдинова
1603821454.091600,1604155828.095800,U01B4F01FTQ,"<@UTTGJQS6M> Сейчас пришло уведомление что проект проверен, критичных замечаний нет))",,Видов Константин
1603821454.091600,1604164738.096000,UTTGJQS6M,<@U01C12EJQ80> проект не вернули 3 дня назад?,,Маргарита Минеева
1603821454.091600,1604168194.096800,U01C12EJQ80,<@UTTGJQS6M> Он пока висит как непроверенный,,Динара Шарафутдинова
1603821454.091600,1604168399.097000,UTTGJQS6M,После отправки полной работы?,,Маргарита Минеева
1603821454.091600,1604171177.099100,U01C12EJQ80,"<@UTTGJQS6M> Нет, он пока не готов, но онлайн править его я не могу, делаю дома на локальном компе, вне дома править нет возможности потому , что просто нет такой опции",,Динара Шарафутдинова
1604221100.103700,1604221100.103700,U01B4F01FTQ,"<@U01B541GAKZ> Ильнур, привет! Подскажи, есть какие-либо рекомендации на тему использования единой стилистики графиков в проектах да и в реальной жизни, т.е. на протяжении всего исследования необходимо пользоваться только matplotlib или только pyplot например ? Какие библиотеки для визуализации являются лидерами в реальных исследованиях ?",,Видов Константин
1604245257.104500,1604245257.104500,U01BHCQN9D2,"Всем привет, кто не занят и кто видит мое сообщение, помогите задачу решить в тренажере? Статистический анализ данных.
Тема 3. Теория вероятностей
*Урок 3. Закон больших чисел*",,Ксения Идрисова
1604245257.104500,1604245566.104600,U01B84FNBPX,"О, я прямо вот только что прошла эту задачку. А какой вопрос?",,Валентина Тушкова
1604245257.104500,1604245635.104800,U01BHCQN9D2,<@U01B84FNBPX> я уже часа два сижу над ней(  Вот: <https://pastebin.com/htDaCgzt>,,Ксения Идрисова
1603821454.091600,1604245691.105000,UTTGJQS6M,"Я правильно поняла, что 3 дня назад проект не отправили тебе обратно?",,Маргарита Минеева
1604245257.104500,1604245737.105200,U01B84FNBPX,Так вроде все ок. Поправь отступ перед return,,Валентина Тушкова
1604245257.104500,1604245812.105400,U01B84FNBPX,"Он должен тебе в самом конце возвращать значение, после цикла",,Валентина Тушкова
1603821454.091600,1604245963.106100,U01C12EJQ80,<@UTTGJQS6M> Да,,Динара Шарафутдинова
1604245257.104500,1604246182.106300,U01BHCQN9D2,"<@U01B84FNBPX> Тренажер мне выдает, что в выводе ошибка( return пробовала двигать",,Ксения Идрисова
1604245257.104500,1604246230.106500,U01B84FNBPX,<https://pastebin.com/K8Pz2D08>,,Валентина Тушкова
1604245257.104500,1604247164.106700,U01BHCQN9D2,<@U01B84FNBPX> все равно не выходит. А вывод у вас такой же: 0.05 0.0025 0.0001 ??,,Ксения Идрисова
1604245257.104500,1604247298.106900,U01B84FNBPX,"ой нет, там около 0.2 должны выходить все 3 значения...
А вот еще вижу ошибку в коде, надо += вместо =+",,Валентина Тушкова
1604245257.104500,1604249940.107100,U01BHCQN9D2,"<@U01B84FNBPX> получилось, спасибо большое!",,Ксения Идрисова
1604245257.104500,1604250554.107300,U01B84FNBPX,Ура! :relaxed:,,Валентина Тушкова
1603821454.091600,1604251113.107500,UTTGJQS6M,попросила ревьюера разобраться :confused-aussie:,,Маргарита Минеева
1603821454.091600,1604251766.108300,U01C12EJQ80,"<@UTTGJQS6M> только что вернулся проект, спасибо тебе большое!!",,Динара Шарафутдинова
1604221100.103700,1604302392.108500,U01B541GAKZ,"Честно говоря, не знаю.
Не сталкивался с требованиями к стилю графиков. Был вебинар про графики, может там есть подробности - <https://yandex-students.slack.com/archives/G01C0NUJEEL/p1603550806443400>",,Ильнур Исмагилов
1605463113.001700,1605463113.001700,U01AWENSUVD,"Коллеги, привет! Вопрос насущный – сколько примерно времени вы потратили на сборный проект?",,Юлия Мальцева
1605463113.001700,1605468104.003000,U01C12HNA1E,"Привет, у меня часов 15, правда сейчас работаю с замечаниями ревьюера.","[{'name': 'heart', 'users': ['U01AWENSUVD'], 'count': 1}]",Владимир Ефимищев
1605463113.001700,1605510375.003500,U01BHCQPGDS,"Начиная со вторника каждый день часа по 2-3, выходные каждый день часов по 7-9 и еще не закончил. Перечитываю задание и нахожу, что что-то не сделал или сделал, но не так. Приходится переделывать. Или появляется мысль о какой-нибудь гипотезе, которую проверяю, уходит уйма времени, а она по итогу не нужна","[{'name': 'heart', 'users': ['U01AWENSUVD'], 'count': 1}]",Евгений Фадеев
1605463113.001700,1605557141.003800,U01BBD7KBA7,"Привет, по собственным ощущениям примерно столько же, сколько и на проектные работы по окончании первых спринтов. Только сборный лично у меня получился меньшим по  объему (количеству cell'ов).","[{'name': 'heart', 'users': ['U01AWENSUVD'], 'count': 1}]",Влад Иванов
1605620982.005700,1605620982.005700,U01BHCQN9D2,"Всем привет! Кто закончил с третьим проектом,  мой ревьюер  просит, чтобы я  произвела проверку второй гипотезы через T-критерий Стьюдента: Необходимо произведи проверку дисперсии выборок, чтобы понять с каким параметром использовать метод проверки. Дисперсии следует сравнивать до проведения теста. Исходя из результатов сравнения, мы выставляем параметр equal_var в нужное значение True или False. Это позволит нам увеличить точность проводимого теста.",,Ксения Идрисова
1605620982.005700,1605621003.005800,U01BHCQN9D2,"Кто-нибудь знает, как это сделать?",,Ксения Идрисова
1605620982.005700,1605623612.006000,U01BHCQN9D2,Я разобралась!))),"[{'name': 'raised_hands', 'users': ['U01C12EJQ80'], 'count': 1}]",Ксения Идрисова
1605463113.001700,1605636705.006200,U01BHCNGGAY,"Приблизительно 15 часов (за 4 дня), но из них много времени ушло на то, чтобы разобраться с некоторыми формулировками заданий, и понять что от меня вообще требуется, <@U01AWENSUVD> а у тебя?","[{'name': 'heart', 'users': ['U01AWENSUVD'], 'count': 1}]",Dmitriy Shatalov
1605463113.001700,1605636862.006400,U01BHCQPGDS,А кто на сколько объемные пишет комментарии и выводы? <@U01BHCNGGAY> аналогично уходит очень много времени на интерпретирование задания..,,Евгений Фадеев
1605463113.001700,1605637687.006600,U01BHCNGGAY,"<@U01BHCQPGDS> итоговый вывод в сводном проекте на 2.5 листа в ворде) а выводы к шагам гораздо короче, но раз на раз не приходится) когда есть что прокомментировать, не сдерживаю себя в этом желании)","[{'name': '+1', 'users': ['U01BHCQPGDS', 'U01C12EJQ80'], 'count': 2}, {'name': 'astonished', 'users': ['U01B4F1ED9U'], 'count': 1}]",Dmitriy Shatalov
1605463113.001700,1605638407.007000,U01B4F1ED9U,"2,5 листа?? О.о Комплекс маленьких выводов меня теперь не отпустит :sweat_smile:",,Светлана Неменко
1605463113.001700,1605639211.007200,U01BHCNGGAY,"<@U01B4F1ED9U>  главное не количество, а качество, в этом деле размер не имеет принципиального значения :grin:",,Dmitriy Shatalov
1605463113.001700,1605706631.008700,U01AWENSUVD,"<@U01BHCNGGAY>  а я в процессе, поэтому и спросила, чтобы понимать масштаб бедствия))","[{'name': 'cattyping', 'users': ['U01BHCNGGAY'], 'count': 1}]",Юлия Мальцева
,1606729867.014400,U01DVNLSSBZ,"Этот канал доступен *только для чтения*, общаться друг с другом и задавать вопросы наставникам вы можете в новом канале *<https://yandex-students.slack.com/archives/G01FKG70AAJ|da_17_teamwork>* :raised_hands::skin-tone-2:",,Юлия Лунева
